0,0,16,16,0,0,1
16,0,16,16,0,0,1
32,0,16,16,0,0,1
48,0,16,16,0,0,1
64,0,16,16,0,0,1
80,0,16,16,0,0,1
96,0,16,16,0,0,1
112,0,16,16,0,0,1
128,0,16,16,0,0,1
144,0,16,16,0,0,1
160,0,16,16,0,0,1
176,0,16,16,0,0,1
192,0,16,16,0,0,1
208,0,16,16,0,0,1
224,0,16,16,0,0,1
240,0,16,16,0,0,1
256,0,16,16,0,0,1
272,0,16,16,0,0,1
288,0,16,16,0,0,1
304,0,16,16,0,0,1
320,0,16,16,0,0,1
336,0,16,16,0,0,1
352,0,16,16,0,0,1
368,0,16,16,0,0,1
384,0,16,16,0,0,1
400,0,16,16,0,0,1
416,0,16,16,0,0,1
432,0,16,16,0,0,1
448,0,16,16,0,0,1
464,0,16,16,0,0,1
480,0,16,16,0,0,1
496,0,16,16,0,0,1
0,16,16,16,0,0,1
16,16,16,16,0,0,1
32,16,16,16,0,0,1
48,16,16,16,0,0,1
64,16,16,16,0,0,1
80,16,16,16,0,0,1
96,16,16,16,0,0,1
112,16,16,16,0,0,1
128,16,16,16,0,0,1
144,16,16,16,0,0,1
160,16,16,16,0,0,1
176,16,16,16,0,0,1
192,16,16,16,0,0,1
208,16,16,16,0,0,1
224,16,16,16,0,0,1
240,16,16,16,0,0,1
256,16,16,16,0,0,1
272,16,16,16,0,0,1
288,16,16,16,0,0,1
304,16,16,16,0,0,1
320,16,16,16,0,0,1
336,16,16,16,0,0,1
352,16,16,16,0,0,1
368,16,16,16,0,0,1
384,16,16,16,0,0,1
400,16,16,16,0,0,1
416,16,16,16,0,0,1
432,16,16,16,0,0,1
448,16,16,16,0,0,1
464,16,16,16,0,0,1
480,16,16,16,0,0,1
496,16,16,16,0,0,1
0,32,16,16,0,0,1
16,32,16,16,0,0,1
32,32,16,16,0,0,1
48,32,16,16,0,0,1
64,32,16,16,0,0,1
80,32,16,16,0,0,1
96,32,16,16,0,0,1
112,32,16,16,0,0,1
128,32,16,16,0,0,1
144,32,16,16,0,0,1
160,32,16,16,0,0,1
176,32,16,16,0,0,1
192,32,16,16,0,0,1
208,32,16,16,0,0,1
224,32,16,16,0,0,1
240,32,16,16,0,0,1
256,32,16,16,0,0,1
272,32,16,16,0,0,1
288,32,16,16,0,0,1
304,32,16,16,0,0,1
320,32,16,16,0,0,1
336,32,16,16,0,0,1
352,32,16,16,0,0,1
368,32,16,16,0,0,1
384,32,16,16,0,0,1
400,32,16,16,0,0,1
416,32,16,16,0,0,1
432,32,16,16,0,0,1
448,32,16,16,0,0,1
464,32,16,16,0,0,1
480,32,16,16,0,0,1
496,32,16,16,0,0,1
0,48,16,16,0,0,1
16,48,16,16,0,0,1
480,368,8,16,0,0,1
32,48,16,16,0,0,1
48,48,16,16,0,0,1
64,48,16,16,0,0,1
80,48,16,16,0,0,1
96,48,16,16,0,0,1
112,48,16,16,0,0,1
128,48,16,16,0,0,1
144,48,16,16,0,0,1
160,48,16,16,0,0,1
176,48,16,16,0,0,1
192,48,16,16,0,0,1
208,48,16,16,0,0,1
224,48,16,16,0,0,1
240,48,16,16,0,0,1
240,48,16,16,0,0,3
240,48,16,16,0,0,5
240,48,16,16,0,0,7
256,48,16,16,0,0,1
256,48,16,16,0,0,3
256,48,16,16,0,0,5
256,48,16,16,0,0,7
272,48,16,16,0,0,1
272,48,16,16,0,0,3
272,48,16,16,0,0,5
272,48,16,16,0,0,7
288,48,16,16,0,0,1
288,48,16,16,0,0,3
288,48,16,16,0,0,5
288,48,16,16,0,0,7
304,48,16,16,0,0,1
304,48,16,16,0,0,3
304,48,16,16,0,0,5
304,48,16,16,0,0,7
320,48,16,16,0,0,1
320,48,16,16,0,0,3
320,48,16,16,0,0,5
320,48,16,16,0,0,7
384,384,8,16,0,0,1
384,384,8,16,0,0,3
384,384,8,16,0,0,5
384,384,8,16,0,0,7
392,384,8,16,0,0,1
392,384,8,16,0,0,3
392,384,8,16,0,0,5
392,384,8,16,0,0,7
336,48,16,16,0,0,1
336,48,16,16,0,0,3
336,48,16,16,0,0,5
336,48,16,16,0,0,7
400,384,8,16,0,0,1
400,384,8,16,0,0,3
400,384,8,16,0,0,5
400,384,8,16,0,0,7
408,384,8,16,0,0,1
408,384,8,16,0,0,3
408,384,8,16,0,0,5
408,384,8,16,0,0,7
352,48,16,16,0,0,1
352,48,16,16,0,0,3
352,48,16,16,0,0,5
352,48,16,16,0,0,7
368,48,16,16,0,0,1
368,48,16,16,0,0,3
368,48,16,16,0,0,5
368,48,16,16,0,0,7
168,496,8,16,0,0,1
176,496,8,16,0,0,1
168,496,8,16,0,0,1
184,496,8,16,0,0,1
384,48,16,16,0,0,1
400,48,16,16,0,0,1
480,328,16,8,0,0,1
480,328,16,8,0,0,3
480,328,16,8,0,0,5
480,328,16,8,0,0,7
496,328,16,8,0,0,1
496,328,16,8,0,0,3
496,328,16,8,0,0,5
496,328,16,8,0,0,7
328,384,8,16,0,0,1
328,384,8,16,0,0,3
328,384,8,16,0,0,5
328,384,8,16,0,0,7
416,48,16,16,0,0,1
432,48,16,16,0,0,1
448,48,16,16,0,0,1
464,48,16,16,0,0,1
480,48,16,16,0,0,1
496,48,16,16,0,0,1
0,64,16,16,0,0,1
0,64,16,16,0,0,3
0,64,16,16,0,0,5
0,64,16,16,0,0,7
16,64,16,16,0,0,1
16,64,16,16,0,0,3
16,64,16,16,0,0,5
16,64,16,16,0,0,7
352,384,8,16,0,0,1
352,384,8,16,0,0,3
352,384,8,16,0,0,5
352,384,8,16,0,0,7
360,384,8,16,0,0,1
360,384,8,16,0,0,3
360,384,8,16,0,0,5
360,384,8,16,0,0,7
368,384,8,16,0,0,1
368,384,8,16,0,0,3
368,384,8,16,0,0,5
368,384,8,16,0,0,7
32,64,16,16,0,0,1
48,64,16,16,0,0,1
64,64,16,16,0,0,1
80,64,16,16,0,0,1
96,64,16,16,0,0,1
112,64,16,16,0,0,1
128,64,16,16,0,0,1
144,64,16,16,0,0,1
160,64,16,16,0,0,1
176,64,16,16,0,0,1
192,64,16,16,0,0,1
208,64,16,16,0,0,1
224,64,16,16,0,0,1
240,64,16,16,0,0,1
256,64,16,16,0,0,1
272,64,16,16,0,0,1
288,64,16,16,0,0,1
304,64,16,16,0,0,1
320,64,16,16,0,0,1
336,64,16,16,0,0,1
504,352,8,16,0,0,1
336,64,16,16,0,0,9
352,64,16,16,0,0,1
368,64,16,16,0,0,1
496,352,8,16,0,0,1
368,64,16,16,0,0,9
384,64,16,16,0,0,1
400,64,16,16,0,0,1
416,64,16,16,0,0,1
400,80,16,16,0,0,1
168,480,8,16,0,0,1
432,64,16,16,0,0,1
448,64,16,16,0,0,1
464,64,16,16,0,0,1
480,64,16,16,0,0,1
496,64,16,16,0,0,1
0,80,16,16,0,0,1
16,80,16,16,0,0,1
32,80,16,16,0,0,1
48,80,16,16,0,0,1
64,80,16,16,0,0,1
48,80,16,16,0,0,9
32,80,16,16,0,0,17
48,80,16,16,0,0,17
64,80,16,16,0,0,17
48,80,16,16,0,0,25
80,80,16,16,0,0,1
96,80,16,16,0,0,1
80,80,16,16,0,0,9
96,80,16,16,0,0,9
416,392,8,8,0,0,1
424,384,8,16,0,0,1
112,80,16,16,0,0,1
128,80,16,16,0,0,1
144,80,16,16,0,0,1
160,80,16,16,0,0,1
176,80,16,16,0,0,1
192,80,16,16,0,0,1
208,80,16,16,0,0,1
224,80,16,16,0,0,1
240,80,16,16,0,0,1
256,80,16,16,0,0,1
272,80,16,16,0,0,1
288,80,16,16,0,0,1
304,80,16,16,0,0,1
304,80,16,16,0,0,3
320,80,16,16,0,0,1
320,80,16,16,0,0,9
336,80,16,16,0,0,1
352,80,16,16,0,0,1
488,352,8,16,0,0,1
368,80,16,16,0,0,1
384,80,16,16,0,0,1
416,80,16,16,0,0,1
432,80,16,16,0,0,1
448,80,16,16,0,0,1
464,80,16,16,0,0,1
480,80,16,16,0,0,1
496,80,16,16,0,0,1
0,96,16,16,0,0,1
16,96,16,16,0,0,1
32,96,16,16,0,0,1
48,96,16,16,0,0,1
48,96,16,16,0,0,3
48,96,16,16,0,0,5
48,96,16,16,0,0,7
64,96,16,16,0,0,1
64,96,16,16,0,0,3
64,96,16,16,0,0,5
64,96,16,16,0,0,7
80,96,16,16,0,0,1
96,96,16,16,0,0,1
400,496,16,8,0,0,1
400,496,16,8,0,0,3
400,496,16,8,0,0,5
400,496,16,8,0,0,7
112,96,16,16,0,0,1
128,96,16,16,0,0,1
144,96,16,16,0,0,1
160,96,16,16,0,0,1
176,96,16,16,0,0,1
192,96,16,16,0,0,1
208,96,16,16,0,0,1
224,96,16,16,0,0,1
240,96,16,16,0,0,1
256,96,16,16,0,0,1
272,96,16,16,0,0,1
488,368,8,16,0,0,1
488,368,8,16,0,0,3
488,368,8,16,0,0,5
488,368,8,16,0,0,7
376,384,8,16,0,0,1
376,384,8,16,0,0,3
376,384,8,16,0,0,5
376,384,8,16,0,0,7
288,96,16,16,0,0,1
